Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
160171,2.033563038,-0.093321897,-1.175920394,0.212528587,0.137301899,-0.607642059,0.084525571,-0.161272252,0.248896027,0.223603223,0.774921774,1.228188808,0.389061551,0.387155754,-0.628083685,0.111764523,-0.622203073,-0.39965185,0.485106812,-0.185765379,-0.249077929,-0.59443275,0.289451036,-0.385762869,-0.287737284,0.20275894,-0.069515666,-0.073208917,1.98,0
97383,1.954043488,-0.505580609,0.088455224,0.352100737,-0.767807379,0.123595194,-1.09467561,0.128753379,2.472363459,-0.215701708,1.310342059,-1.733344749,1.636116654,1.318148948,-0.614680092,0.977222053,-0.313251111,0.972643339,-0.0468524,-0.193766173,-0.09453508,0.075370436,0.257129395,-0.531541865,-0.59753347,0.452822641,-0.045830967,-0.058398617,15.95,0
55727,0.344947773,-0.50204401,1.273207045,-1.638368401,-0.893198552,-0.585472831,-0.309712427,-0.294568128,-2.04369542,1.501003908,-1.145396996,-2.075787563,-0.639342885,-0.373441572,0.881005036,-0.618861325,0.525366554,0.483774923,0.708427749,-0.196623162,-0.210884027,-0.08881244,-0.083190973,-0.171280917,-0.393003145,-0.186033558,-0.061901812,-0.165500281,10,0
31705,1.114412294,-0.161962466,0.735547889,0.057713963,-0.834655865,-0.743003664,-0.205292124,-0.050364612,-0.027247603,-0.029411182,1.747083077,1.218928398,0.459618269,0.269226994,0.48605314,0.619937302,-0.597332508,-0.132776368,0.20012262,0.071506661,-0.145829974,-0.574786077,0.141112493,0.58747939,-0.060811145,0.706714996,-0.077607022,0.015401919,55,0
160562,-2.816694466,-3.213930019,-3.480631502,1.928767891,-4.12578854,1.510401605,6.78564021,-0.386567706,-1.24604166,-2.388310885,-1.030183163,-1.207536303,-0.949009258,-0.032412636,0.249409872,0.422097302,0.678351319,1.192237671,-0.788146483,3.383592308,1.179046125,0.337434242,3.920742153,-0.430975822,0.413755326,-0.61274547,-0.593538011,0.16111338,1714,0
160954,2.112884032,-1.721593505,-0.960925421,-1.875145264,-0.870398845,0.645788105,-1.34932323,0.086662342,-1.358453486,1.595871701,0.063284477,0.272180375,1.809772457,-0.68410371,-0.586752899,0.175460767,-0.27780224,0.481901414,0.439167159,-0.099520877,-0.349871713,-0.74814013,0.271917225,-0.392790611,-0.493829689,-0.482110245,0.020968644,-0.029919454,108.48,0
167450,-2.016310025,-1.77046801,2.028727665,0.307612207,0.686185855,-0.937472445,-0.512805985,0.192318933,-1.233251232,0.167072217,-1.421800219,-0.76834878,-0.223849713,0.039190462,0.800157527,-1.156210426,-0.335189006,1.788954562,-0.79045538,0.344349038,-0.251234858,-1.113087594,0.531347519,-0.262534338,0.371774606,-0.712751063,-0.001765729,0.130997166,175,0
124265,-1.788789638,-1.178162123,-0.395893622,0.042084634,-3.807714683,5.336162038,5.335753365,-0.252976043,-0.228225005,-1.230476548,0.55642782,-1.055054945,-2.19235894,0.215308518,0.848374168,-0.355348767,0.273134566,-0.650665908,0.69132175,0.168738313,-0.472146903,-0.965912423,0.779457587,-0.995185017,0.030998334,0.224953221,0.29215467,-0.494984258,1260.26,0
109838,-0.239315745,1.222270072,-0.133643206,-0.415632193,1.012537627,0.16214388,0.448512036,-0.829566818,1.153732902,-0.497336598,1.357496586,-2.090865781,1.414591307,2.106537334,-0.456141649,-0.390016894,0.10771595,1.237503842,0.662279101,-0.132314994,0.995676972,0.874141206,-0.151406164,0.171984116,-0.372272006,-0.455789697,0.499643079,0.279425068,1,0
35374,-2.041619612,1.013626247,1.476043024,0.26918974,-0.362848298,-0.231137138,-0.089168417,0.910476496,-0.826640855,-1.193108574,-0.542149697,0.806765175,1.164225141,0.397052617,0.741067342,0.533060087,-0.28550435,-0.205771279,-1.488281713,-0.258849016,0.314185517,0.57155465,-0.17946238,0.109289374,0.523033317,-0.36837348,-0.24112474,-0.189493733,34,0
80124,1.21208793,0.719360539,-0.429129552,0.886676711,0.264847998,-1.1413507,0.435763712,-0.280736811,-0.407175466,-0.798723632,0.947851177,0.801410326,1.247716789,-1.530443617,1.041226337,0.096883063,1.353020263,-0.462765031,-0.857028565,-0.022046582,-0.088618711,-0.095631577,-0.030522423,0.327031938,0.502222054,0.37365889,-0.004536016,0.045804896,0.76,0
29331,1.198822972,0.320816515,0.415262746,0.623758101,-0.397947895,-0.860621951,-0.000149267,-0.079389582,-0.266711611,-0.119157309,1.843123602,1.080520161,0.274551927,-0.112287248,0.360128677,0.607785571,-0.191785249,0.109205441,0.013318097,-0.065045961,-0.220484177,-0.666299224,0.139833464,0.500067684,0.164506919,0.063763936,-0.025557422,0.023102506,1.98,0
66329,-0.182926377,0.813457323,1.440352283,-0.677051858,-0.068004384,-1.011493965,0.687489192,-0.224841894,-0.491874429,-0.653424104,-0.164675112,0.565563247,1.276169834,-0.126462548,0.787925784,0.108922508,-0.362441624,-0.485316737,0.205018763,0.060960506,-0.024719767,-0.033228743,-0.124610235,0.480121598,-0.156401518,0.91601369,-0.049347307,0.011965165,1.46,0
51345,-0.874527373,0.133922123,1.97389795,-1.008949476,0.203481997,-0.184995539,0.451757383,0.029574275,0.302777587,-0.576430449,1.080426461,0.406835152,-1.35109421,-0.171565678,-1.25205106,-0.417862428,-0.005324589,-0.549834561,-0.20352654,-0.108304058,0.02372756,0.27086501,-0.216032473,0.286194174,-0.109697018,0.9219469,-0.315238307,-0.104535465,10,0
79320,-0.203195923,1.093987393,2.049179307,2.841273326,0.066723166,0.721486886,0.157455754,0.280832127,-1.205248599,0.714666946,0.498767694,0.401839802,-0.032800169,0.041119003,-0.562672851,-0.073281859,-0.039479421,0.290089036,1.610586295,0.108469578,-0.205186799,-0.473062968,0.022493764,-0.033139707,-0.735430388,-0.112823919,0.193103985,0.161554236,0,0
120393,-1.148776959,0.950548019,-2.815090905,-2.116490416,3.419490714,2.498557544,0.553322678,1.054329661,-0.30500187,-0.041943546,-0.241613245,0.089269105,-0.381935096,1.112108843,0.265137196,-0.638162259,-0.33317186,-0.499950003,-0.319259948,0.135513144,0.217374348,0.707845576,-0.227824016,0.759830651,-0.165657375,0.117659092,0.525182567,0.309000312,9.17,0
2722,-1.34658805,0.738049585,0.996290494,0.582267612,-0.484350641,0.995456257,0.487334866,0.454387561,-0.055397727,0.198005709,1.228064013,0.469503108,-1.103835187,0.303685026,0.074864109,-1.049779561,0.780803119,-0.721125144,0.912477995,-0.208838727,-0.114787481,0.143703952,0.13445031,-0.266621409,-0.504542331,0.353526607,-0.168828549,-0.16311638,119.21,0
141340,2.049910658,-0.163188817,-1.386989235,0.190976647,0.022606053,-0.85659136,0.01401458,-0.152570625,0.582331764,0.216861314,0.505102267,0.234269895,-1.165523386,0.876522153,0.230936385,0.166970201,-0.818370949,0.726171348,0.163272763,-0.301750694,0.275892916,0.87403031,-0.037001836,-0.331001122,0.225465499,-0.097379237,-0.028253833,-0.073614514,1,0
42663,0.97093744,-0.213714721,1.147727075,1.146377848,-0.772967676,0.366971724,-0.641862193,0.324958878,0.262870098,0.111915577,1.402712847,0.749629849,-0.317272153,0.282448946,1.007828887,0.606642947,-0.65676392,0.438224355,-0.788279554,-0.038769696,0.21538582,0.498116356,-0.038837639,-0.002551681,0.200039363,-0.35374411,0.06067495,0.036805508,68,0
63039,0.307493304,0.609283638,0.71023831,0.554274841,0.198129421,-0.031599973,0.350915475,-0.046905098,0.199125998,-0.266749618,-1.603862708,0.30612907,0.762853415,-0.417217988,-0.440653943,-0.487150758,-0.087018097,-0.12100359,1.169101116,-0.003410076,0.040257906,0.463055407,-0.048652814,-0.363831761,-0.905186105,0.351247943,0.193594004,0.160844819,1,0
169716,-0.650879778,1.57138968,-1.285761251,-0.907400962,0.973334611,-0.136205581,0.527722633,0.49954051,-0.116623788,-0.288854475,0.294848897,0.761946727,0.629676989,-0.793020995,-0.943818733,0.817206129,-0.047785636,0.476551553,0.286802855,0.222027002,-0.358039642,-0.882703888,0.036570416,-0.244552145,-0.207182896,0.15320129,0.321408518,0.110631917,10.71,0
170607,2.012117948,-0.540262759,-0.215147659,0.31813284,-0.766042888,-0.104645751,-0.911986831,0.127811873,1.772826642,-0.141647841,-1.730325842,-0.308410142,-0.694317504,-0.100392965,1.078638747,0.692699772,-0.892391028,0.636822467,-0.036536011,-0.255840443,0.016937453,0.199911009,0.188167186,-0.754904052,-0.322593661,-0.361618947,0.050610993,-0.035522798,7.35,0
77417,0.91456761,-0.767075671,1.119751949,0.281053234,-1.332270205,-0.132057393,-0.558640276,0.132024517,0.858101259,-0.352610951,1.156682701,1.546342262,0.267646405,-0.396230924,-1.046469697,0.013929556,-0.049959625,-0.234005736,0.635579354,0.204005425,-0.088969906,-0.294866145,-0.021361503,0.626811561,0.046327753,0.898094538,-0.058064701,0.028628069,132.58,0
83007,1.368105356,-1.064129918,0.334387917,-1.445351619,-1.332514837,-0.528527704,-0.855761866,0.009854417,-2.216127474,1.563363297,1.622724082,-0.39670643,-0.54258038,0.279488683,0.129995766,-0.54412005,0.713621444,-0.491869099,-0.125698116,-0.355403754,-0.544885527,-1.380816076,0.317375037,0.107779233,-0.083870965,-0.642046261,0.019356606,0.016533286,43.95,0
34421,-0.26746269,0.512024554,1.020860346,1.585431157,-0.865835759,0.068831087,-0.91372177,-2.685479542,-0.52782386,-0.59719409,-0.536576938,-0.047427308,-0.739148054,0.892795333,1.565759831,0.210315609,-0.036281498,0.19403464,0.210077007,0.95430841,-1.236516264,0.086020507,-0.114806668,0.359752197,0.53643931,-0.31610186,0.095027002,0.281941684,160.37,0
40237,-0.988480545,-0.582938061,2.84949332,-1.899150162,-1.207091412,0.398006518,-0.340831509,0.350132359,0.172821584,-0.820340716,-2.250086465,-0.33528284,-0.399445507,-1.321846271,-2.264499378,-1.049396844,-0.168548328,1.1113946,-1.616184961,-0.470399733,-0.405097278,-0.578386919,-0.161858789,-0.092373525,0.347560372,0.898366123,-0.017606355,0.053909165,72,0
64670,1.012044031,-0.01038723,0.048078411,1.396299841,-0.098423981,-0.360566976,0.345387996,-0.10620753,0.080739801,-0.084975564,-0.465536368,0.254015441,-0.408778221,0.354379079,0.283987182,-0.643243006,0.184715596,-0.833950437,-0.516520283,-0.021991645,0.047184569,0.102030806,-0.198080611,0.100065706,0.722208748,-0.240771544,0.005790806,0.026497647,99,0
143003,0.11420243,0.242289494,-0.524680823,-2.529056976,0.821238833,-0.692426208,0.634556223,-0.240826781,-1.123260312,0.248989807,-1.466085162,-0.727117073,1.052395736,-0.332271764,-0.578134111,1.248033614,-0.546340394,-1.047382846,-0.096470729,0.170766957,0.511919078,1.554353839,-0.191993485,0.156236717,-0.562834124,-0.204482489,0.456066498,0.306764286,10,0
80271,-1.957939315,1.007445675,0.262313981,0.336395733,-0.544978771,0.129037191,-0.925365362,1.26451482,-0.728320407,-0.850940524,-1.134899068,0.981266349,1.981116609,0.593490199,1.526363901,0.48983851,0.089258917,-0.162899547,0.460791836,-0.339097555,0.141523255,0.103637099,-0.203839669,-0.676055263,-0.743464091,0.3691787,-0.30317354,-0.240315741,49.99,0
11375,-1.720292515,-0.843431117,1.559078891,-1.449852651,0.010090686,-0.69285623,-0.300591078,-0.14603561,0.281012036,0.172540037,1.741584325,-3.234607824,1.07635515,1.195494992,-0.95879896,1.73827936,0.256261386,-0.024699804,0.095540625,-0.400867914,0.221925714,0.98575914,-0.030203694,-0.01275837,0.195402919,-0.236353662,-0.292645554,0.323665657,68.12,0
142717,1.254705623,-1.472620065,-2.488098379,0.044531188,0.902355785,1.237686569,0.474347283,0.173946976,0.11145491,0.018573674,0.893619832,0.655703683,-0.428391991,0.890856529,0.447593483,-0.615504117,0.048450495,-1.070906982,-0.625300339,0.489272317,0.361255351,0.336549081,-0.220642304,-0.874739279,-0.200632828,0.737769334,-0.136932862,-0.030999223,382.42,0
44852,1.231518622,-0.201882347,0.384075834,0.207776868,-0.562743631,-0.484224251,-0.158063713,-0.084670464,0.682230464,-0.301824644,-1.060447983,0.217639465,-0.106868782,-0.14313355,-0.024677207,0.009813343,-0.091924602,-0.684594444,0.603909441,-0.023782326,-0.341752852,-0.893598759,0.021895834,-0.065905481,0.247604478,0.850971224,-0.071403128,0.006565659,35,0
133785,-0.160140993,0.920566659,-0.661182222,-0.737757167,0.902802301,-0.438349874,0.711394869,0.178501934,0.215345199,-0.296322377,0.431644484,-0.594676459,-2.062524386,-0.501263759,-0.675543623,0.68821592,0.119472849,0.607545657,0.151212498,0.046478936,-0.36048283,-0.966779836,0.098832733,0.187948932,-0.426276311,0.123882754,0.308478222,0.139307011,11.99,0
120417,-0.531196469,0.491059938,0.549037015,-0.868146782,0.342978968,0.360782723,0.048885761,0.344639323,0.260707202,-0.429807023,-0.500761013,0.623858164,0.619002918,-0.19448618,-0.864676054,0.753039919,-1.197185296,0.970997289,0.300998338,-0.152748561,0.31452664,1.114550053,-0.126782277,-1.021976594,-0.777310049,0.485480993,-0.204845577,-0.099453825,13.03,0
107296,1.979823981,0.201501766,-1.858606257,1.267556866,0.764450801,-0.680743318,0.456306175,-0.243283419,1.161692419,0.206023182,1.599672217,-2.744115337,-0.573690538,2.844388775,-0.942098142,-0.186544431,0.201535817,0.538158247,-0.361994737,-0.373662506,0.016330671,0.185997794,0.033525584,0.588002065,0.342725696,-0.569045929,-0.082396821,-0.073136483,29.99,0
80102,1.007173881,-1.190727541,0.030882898,-1.494518721,-0.707786887,0.392919024,-0.607352223,0.171156021,2.131997905,-1.25509882,-1.563472577,-0.055439027,-0.468858538,-0.09701241,1.792016266,-0.248224416,-0.259049905,0.331375942,0.797007802,0.218775981,0.140252083,0.302616105,-0.384479339,-1.253516163,0.513044322,0.215389006,0.023834931,0.032965187,169,0
52081,1.169646457,-0.823923507,0.467031398,-0.840968283,-0.850687772,0.06213862,-0.705096655,0.094003526,-1.020701798,0.676042347,1.522296337,0.413357411,0.752993665,-0.112641553,0.432857142,1.301177749,0.048507119,-1.324142534,0.546796241,0.275094447,0.107084274,0.030734547,-0.005030834,-0.291176167,0.171155679,-0.390047696,0.017274378,0.02372859,95.25,0
165530,0.910217486,-2.263705424,-0.101326414,1.896651941,-1.463051966,1.08521081,-0.695013918,0.292007079,2.022413343,-0.274505104,-1.913257521,0.196881812,-0.341296924,-0.703073263,-0.379811988,0.39608589,-0.483762634,0.674104331,-0.4844295,0.78583921,0.453368856,0.506161929,-0.293331739,0.490756333,-0.351457138,-0.592026852,0.013078263,0.074994408,519.58,0
142379,-0.613852961,0.034128587,1.920967178,-2.461274423,-0.14294358,0.070435284,0.31844686,0.095183023,2.382970658,-1.853349146,-1.532251396,0.642342903,-0.205744876,-1.115553491,-1.160985119,-0.429305218,-0.672749566,0.182069759,-0.535288975,-0.022187614,-0.036258005,0.47924062,-0.216858746,0.720567364,0.066834489,-1.285728955,0.306033082,0.013201778,22.48,0
73540,0.99121967,0.062923174,0.143674957,0.943186841,0.268161914,1.054536599,-0.397995204,0.472967199,0.529092259,-0.970511679,0.890900643,0.750281915,-0.175195408,-1.450442884,0.8170647,-1.263035926,2.449882312,-2.030820906,-1.691772612,-0.212445358,-0.038007065,0.288665938,0.07143568,-0.68076672,0.193973165,0.51884656,0.074048812,0.03197147,12.31,0
50843,-0.60061559,0.832542217,1.460064102,-0.038480249,0.195864532,0.019612903,0.878093531,-0.222172577,-0.094262821,0.129330512,0.904075676,1.257378737,0.980343424,-0.553831374,-1.158276592,-0.229230048,-0.518125436,-0.133685918,0.748882185,0.168562371,-0.201063534,-0.165131088,-0.167324998,0.063833953,0.099365326,0.195338233,-0.158134124,-0.162847483,37.54,0
153604,1.755759299,-0.269011078,-2.817299611,1.592691659,1.403649455,-0.155958355,1.146319349,-0.453324421,-1.675483727,1.345823815,-0.271903411,0.317247587,0.963690619,0.654813391,-1.631430999,0.73539631,-0.980707052,-0.435574057,-0.044385084,0.328725691,0.292244629,0.443345586,-0.426354918,-1.250792244,0.294835631,2.651081871,-0.309805907,-0.099698448,215.7,0
71885,-0.013896572,0.872545248,0.824608396,1.694264196,-0.52815595,0.104486236,-0.842390316,-2.713261853,-0.376095067,-0.647436509,-0.870972823,0.313582519,-0.700388237,0.634876717,0.070324217,-0.612764656,0.477403413,-0.293912046,0.700748784,0.695661445,-1.352987035,0.22762926,-0.120641523,0.398253134,0.85612285,-0.177776099,0.116537635,0.255671611,43,0
68487,-0.704499167,1.29747191,0.675867889,-0.43685135,0.442506591,0.188187622,0.318126295,0.518604528,-0.932359748,-0.406823502,0.162171457,1.055936774,1.574454734,0.309284954,0.062430528,0.851747609,-1.045814659,0.46332465,0.801008598,0.136852179,-0.205604296,-0.635163154,-0.153268169,-1.014793069,0.028084976,0.135943745,0.141645583,0.037221808,7.6,0
126039,-0.670906226,0.724732774,-0.986167215,-2.954271691,0.922460086,-1.501674184,0.949739157,0.151955166,0.471089216,-1.584693316,-1.450500753,0.082550054,-0.459417491,0.718614363,-0.476310517,-0.101492082,-0.641785215,-0.249702453,-0.626887734,-0.221074827,0.184051627,0.500925126,-0.172002564,0.520479227,-0.225426995,0.026446846,0.233266479,0.159836032,0.02,0
137320,-0.550798225,-0.101029144,0.585879343,-0.995856954,1.088551095,1.94637436,-0.214330696,0.699951791,0.476540065,-0.507160085,0.267894387,0.096884852,-1.006805337,0.092812875,0.103058493,-0.163587712,-0.232691892,-0.29412046,-0.892012316,-0.293343467,0.403566552,1.306172462,-0.06628632,-0.900610079,-1.099124186,0.548971806,0.143982391,0.189296157,44.05,0
31441,-0.616134453,1.656586828,0.813982165,1.93749421,0.358475565,-0.80043566,0.81801916,0.226706355,-1.782976098,0.087585143,-0.82674752,-0.238544285,6.26098E-05,0.714073607,-0.048493512,0.358529557,-0.296047371,-0.304189775,-0.752094007,-0.212132268,0.10206289,0.091416408,-0.203031543,0.390811652,0.315968375,0.029910227,-0.137936534,-0.052042814,2.44,0
31261,1.129920914,0.05065905,0.210927801,1.033427987,-0.105945344,0.072286769,-0.150849425,0.203748035,0.013623451,0.233780999,0.902961031,-0.115121568,-1.789770329,0.893024459,0.711114616,0.235813214,-0.461910287,0.30741157,-0.414417167,-0.223978694,0.11993406,0.262093233,-0.129183035,-0.339614077,0.54673914,-0.244654611,0.014884777,0.004955242,24.9,0
52825,-0.910440376,-0.394727898,2.120765003,1.830424721,-0.222684438,0.662494428,-0.33593487,0.463125216,-0.240416118,0.034789663,1.089190788,0.501752296,-0.335063711,0.117834277,0.884951801,-0.524090765,0.241159542,0.753649002,1.197055191,0.53235659,0.455440436,1.098897962,0.296107442,0.020442292,-0.527849682,-0.073720167,0.188642356,0.18772862,135,0
83560,1.288521773,-0.024681784,0.57884334,-0.076123363,-0.763175941,-0.992968353,-0.211400658,-0.160696965,0.401928278,-0.211819518,-0.279532542,0.195016666,0.121159442,0.129910894,1.257794462,0.423191545,-0.383212586,-0.398540522,0.049889207,-0.066001314,-0.138293865,-0.384589567,0.091133163,0.391036574,0.124720323,0.907985518,-0.070810547,0.008733328,1.54,0
126600,2.132337066,-1.012907665,-1.511059682,-1.043086248,-0.574359352,-0.836557967,-0.527697043,-0.15523098,-0.469025687,1.076904997,0.356020533,-0.98541475,-1.47048059,0.512514374,-0.115564818,1.337094886,-0.194945844,-0.395357009,0.866935478,-0.031555438,0.472979467,1.182908103,-0.100255386,-0.474244542,0.15094392,0.086731094,-0.058770949,-0.075954207,54.7,0
52672,-1.024338301,0.360501752,2.414405449,0.127538001,-0.413519863,0.428527998,0.56126051,0.32109359,-0.515129244,-0.707613181,1.48785227,0.957709284,0.419610153,-0.020257868,0.251932059,0.674272048,-0.889873603,0.398775096,-1.418626315,0.174596401,0.368849633,0.787300273,0.138421237,0.197385753,-0.080127619,-0.518727203,0.096112139,0.124997496,135,0
121191,-0.712930523,-0.109588321,1.336416288,-3.050012922,-0.592632079,-0.754219601,0.078665326,-0.116755366,-2.039945433,0.728996188,-1.364440012,-1.546856257,-0.29884004,-0.501759883,-0.683935175,-0.473459075,0.335119798,-0.0553503,-0.711929355,-0.297313726,-0.219194641,-0.190080895,-0.417828152,-0.206781045,0.746728777,-0.101521934,0.128634129,0.103528719,12,0
78581,-0.563546931,1.090554118,0.876810628,0.062003058,-0.106602532,-0.919950088,1.072604377,-0.185858253,-0.005616059,-0.140817868,-0.758524122,-0.524636853,-1.001571142,0.290908848,0.343396662,0.289621472,-0.698209914,0.006594803,-1.052605361,-0.188891882,0.083807546,0.243977945,-0.130858515,0.355350673,0.031822794,-0.550688497,0.047374975,0.083701429,57.9,0
43516,-0.935128175,0.035937736,1.583135705,-0.81335914,-1.458195012,0.296044371,-0.283877601,0.714095861,-1.756856419,0.148278029,1.210034785,-1.047088632,-1.630740829,0.656222232,1.033649638,0.958319561,0.876943245,-0.768021296,1.625824957,0.327847587,0.224831229,0.08077303,0.229511929,-0.041583006,-0.056587594,-0.213805578,-0.084310579,0.010747542,137,0
73282,1.226896452,-0.187680431,0.31723405,0.064825104,-0.046167181,0.681880558,-0.526772405,0.183372825,0.257784589,0.033457488,-0.075879469,0.650404291,1.046459308,-0.04932057,0.763939171,1.333885462,-1.48587506,0.991980434,0.551316861,0.106217171,-0.035698581,-0.167764485,-0.204503577,-1.343639324,0.359256879,0.474917357,-0.015809663,0.006801645,43.94,0
70922,1.261168246,0.255426689,0.029976121,0.419964941,-0.014723756,-0.364128097,-0.058108692,0.010299612,-0.118753893,-0.101002252,0.948100993,0.481236061,-0.143087555,-0.051571594,0.488251842,0.894632397,-0.483016329,0.470388345,0.353118254,-0.072923815,-0.285682004,-0.877427027,0.036541978,-0.408304877,0.264042886,0.120957777,-0.030476322,0.012831505,1.98,0
143838,2.018208486,-0.389358797,-3.450868088,-0.777032565,2.836761466,2.928481797,0.10952994,0.545358077,0.028009371,0.152272207,-0.066413507,0.23320727,-0.35351679,0.800629254,0.101622734,-0.708570886,-0.153798769,-0.912226457,0.022585544,-0.068183698,0.120552012,0.327468805,-0.02758482,0.79312726,0.370197606,0.843409713,-0.11199569,-0.085153409,49.95,0
43633,-0.345205312,-0.465857897,0.994638537,-2.109760784,-1.869597016,0.377152916,0.811605744,-0.333828034,-2.415805176,0.856284478,-1.189350825,-1.062927273,1.522793746,-0.742569439,0.502213247,-0.015272919,0.027002251,0.299292857,0.217316853,-0.170213865,-0.301548852,-0.470740062,0.168306757,-0.486922005,-0.48021677,-0.461143102,0.161163456,0.077881729,285.7,0
50280,1.467774776,-1.109701734,0.293840964,-1.494249092,-1.414066837,-0.528181341,-1.045874964,-0.046619035,-1.975721317,1.623766007,0.802089525,-0.679629778,-0.243115886,0.015862822,-0.028804474,-0.072633587,0.179037618,0.652838975,0.169676696,-0.319698411,-0.182809014,-0.238829952,-0.024846668,-0.0442413,0.371242665,-0.20232179,0.017966532,0.008717379,30,0
41670,0.767265822,-0.436565223,0.726679086,1.144322836,-0.691097543,0.032656081,-0.131889696,0.169049827,0.018817553,0.012786064,1.680039929,0.907585842,-0.391706261,0.529231425,0.803989191,0.300175076,-0.441222319,-0.037515201,-0.612107376,0.174987558,0.054195511,-0.256914813,-0.016284529,0.192627998,0.101281022,-0.596470008,0.019434617,0.053824245,179.94,0
105019,-1.104977685,1.325850095,-1.665482353,-1.149742597,1.658139349,-2.286760772,1.148088887,-0.655363449,2.078536345,0.666630498,0.127328329,-2.149889419,1.838946042,1.730244249,-1.28916363,-0.62251859,0.019376056,-0.429352237,-1.117138495,-0.114432237,-0.020255373,0.992930925,-0.227494422,-0.016869066,-1.21202333,-0.207606372,0.994117871,0.541649693,0.69,0
